,Strain_ID,name,value,Spot,MediaTime,Lawn,Media,Fe,Time,Dataset
156,Cellulosimicrobium_BM1,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
381,Cellulosimicrobium_BM1,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
612,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
837,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
162,Cellulosimicrobium_BM1,Microbacterium_BM4,-1,Microbacterium_BM4,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
387,Cellulosimicrobium_BM1,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
610,Cellulosimicrobium_BM1,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
835,Cellulosimicrobium_BM1,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
160,Cellulosimicrobium_BM1,Paenibacillus_E12,-2,Paenibacillus_E12,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
385,Cellulosimicrobium_BM1,Paenibacillus_E12,-2,Paenibacillus_E12,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
601,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
826,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
151,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,1,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
376,Cellulosimicrobium_BM1,Pseudomonas_putida_KT2442,1,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
607,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
832,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
157,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
382,Cellulosimicrobium_BM1,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
613,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
838,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
163,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
388,Cellulosimicrobium_BM1,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
603,Cellulosimicrobium_BM1,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
828,Cellulosimicrobium_BM1,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
153,Cellulosimicrobium_BM1,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,48h,Hannah
378,Cellulosimicrobium_BM1,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Cellulosimicrobium_BM1,1/2 TSA,#NAME?,96h,Hannah
669,Chryseobacterium_SCH11,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
894,Chryseobacterium_SCH11,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
219,Chryseobacterium_SCH11,Bacillus_SCH24,-1,Bacillus_SCH24,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
444,Chryseobacterium_SCH11,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
664,Chryseobacterium_SCH11,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
889,Chryseobacterium_SCH11,Burkholderia_RCH25,0,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
214,Chryseobacterium_SCH11,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
439,Chryseobacterium_SCH11,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
671,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
896,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
221,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
446,Chryseobacterium_SCH11,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
675,Chryseobacterium_SCH11,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
900,Chryseobacterium_SCH11,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
225,Chryseobacterium_SCH11,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
450,Chryseobacterium_SCH11,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
674,Chryseobacterium_SCH11,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
899,Chryseobacterium_SCH11,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
224,Chryseobacterium_SCH11,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
449,Chryseobacterium_SCH11,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
665,Chryseobacterium_SCH11,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
890,Chryseobacterium_SCH11,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
215,Chryseobacterium_SCH11,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
440,Chryseobacterium_SCH11,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
668,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
893,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
218,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
443,Chryseobacterium_SCH11,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
662,Chryseobacterium_SCH11,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
887,Chryseobacterium_SCH11,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
212,Chryseobacterium_SCH11,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
437,Chryseobacterium_SCH11,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
666,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
891,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
216,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
441,Chryseobacterium_SCH11,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
672,Chryseobacterium_SCH11,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
897,Chryseobacterium_SCH11,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
222,Chryseobacterium_SCH11,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
447,Chryseobacterium_SCH11,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
670,Chryseobacterium_SCH11,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
895,Chryseobacterium_SCH11,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
220,Chryseobacterium_SCH11,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
445,Chryseobacterium_SCH11,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
661,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
886,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
211,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,-2,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
436,Chryseobacterium_SCH11,Pseudomonas_putida_KT2442,-2,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
667,Chryseobacterium_SCH11,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
892,Chryseobacterium_SCH11,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
217,Chryseobacterium_SCH11,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
442,Chryseobacterium_SCH11,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
673,Chryseobacterium_SCH11,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
898,Chryseobacterium_SCH11,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
223,Chryseobacterium_SCH11,Streptomyces_RCH20P,-1,Streptomyces_RCH20P,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
448,Chryseobacterium_SCH11,Streptomyces_RCH20P,-1,Streptomyces_RCH20P,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
663,Chryseobacterium_SCH11,Variovax_RPC5,NA,Variovax_RPC5,"1/2 TSA + Fe, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
888,Chryseobacterium_SCH11,Variovax_RPC5,NA,Variovax_RPC5,"1/2 TSA + Fe, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
213,Chryseobacterium_SCH11,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,48h,Hannah
438,Chryseobacterium_SCH11,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Chryseobacterium_SCH11,1/2 TSA,#NAME?,96h,Hannah
654,Dyadobacter_BM9,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
879,Dyadobacter_BM9,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
204,Dyadobacter_BM9,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
429,Dyadobacter_BM9,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
649,Dyadobacter_BM9,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
874,Dyadobacter_BM9,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
199,Dyadobacter_BM9,Burkholderia_RCH25,-6,Burkholderia_RCH25,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
424,Dyadobacter_BM9,Burkholderia_RCH25,-6,Burkholderia_RCH25,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
656,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
881,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
206,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
431,Dyadobacter_BM9,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
660,Dyadobacter_BM9,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
885,Dyadobacter_BM9,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
210,Dyadobacter_BM9,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
435,Dyadobacter_BM9,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
659,Dyadobacter_BM9,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
884,Dyadobacter_BM9,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
209,Dyadobacter_BM9,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
434,Dyadobacter_BM9,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
650,Dyadobacter_BM9,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
875,Dyadobacter_BM9,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
200,Dyadobacter_BM9,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
425,Dyadobacter_BM9,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
653,Dyadobacter_BM9,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
878,Dyadobacter_BM9,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
203,Dyadobacter_BM9,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
428,Dyadobacter_BM9,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
647,Dyadobacter_BM9,Luteibacter_BM7,-2,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
872,Dyadobacter_BM9,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
197,Dyadobacter_BM9,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
422,Dyadobacter_BM9,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
651,Dyadobacter_BM9,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
876,Dyadobacter_BM9,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
201,Dyadobacter_BM9,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
426,Dyadobacter_BM9,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
657,Dyadobacter_BM9,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
882,Dyadobacter_BM9,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
207,Dyadobacter_BM9,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
432,Dyadobacter_BM9,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
655,Dyadobacter_BM9,Paenibacillus_E12,-2,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
880,Dyadobacter_BM9,Paenibacillus_E12,-2,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
205,Dyadobacter_BM9,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
430,Dyadobacter_BM9,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
646,Dyadobacter_BM9,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
871,Dyadobacter_BM9,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
196,Dyadobacter_BM9,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
421,Dyadobacter_BM9,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
652,Dyadobacter_BM9,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
877,Dyadobacter_BM9,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
202,Dyadobacter_BM9,Sphingobium_Z2,3,Sphingobium_Z2,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
427,Dyadobacter_BM9,Sphingobium_Z2,3,Sphingobium_Z2,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
658,Dyadobacter_BM9,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
883,Dyadobacter_BM9,Streptomyces_RCH20P,-2,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
208,Dyadobacter_BM9,Streptomyces_RCH20P,-9,Streptomyces_RCH20P,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
433,Dyadobacter_BM9,Streptomyces_RCH20P,-9,Streptomyces_RCH20P,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
648,Dyadobacter_BM9,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
873,Dyadobacter_BM9,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA + Fe, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
198,Dyadobacter_BM9,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Dyadobacter_BM9,1/2 TSA,#NAME?,48h,Hannah
423,Dyadobacter_BM9,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Dyadobacter_BM9,1/2 TSA,#NAME?,96h,Hannah
519,Ensifer_sp,Bacillus_SCH24,NA,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
744,Ensifer_sp,Bacillus_SCH24,NA,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
69,Ensifer_sp,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
294,Ensifer_sp,Bacillus_SCH24,0,Bacillus_SCH24,"1/2 TSA, 96h",Ensifer_sp,1/2 TSA,#NAME?,96h,Hannah
514,Ensifer_sp,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Ensifer_sp,1/2 TSA,#NAME?,48h,Hannah
